candidate,stop_threshold,n_trajectories,balanced_accuracy,macro_f1,min_class_recall,class_mae,quadratic_weighted_kappa,unsafe_early_stop_rate,severe_unsafe_stop_rate,quality_failure_rate,exact_round_accuracy,within_one_round_rate,mean_absolute_round_error,mean_excess_rounds,mean_premature_rounds,mean_rounds_saved,compute_reduction_fraction,mean_qv_loss_vs_r5,mean_busco_loss_vs_r5,selected_r1_fraction,selected_r2_fraction,selected_r3_fraction,selected_r4_fraction,selected_r5_fraction
legacy_historical_leaky_binary,0.5,127,0.9229465506256688,0.9268961617304022,0.8695652173913043,0.09448818897637795,0.8768849633778544,0.05511811023622047,0.031496062992125984,0.07874015748031496,0.9133858267716536,0.937007874015748,0.1968503937007874,0.11023622047244094,0.08661417322834646,0.9763779527559056,0.1952755905511811,-2.9235917719785714e-06,0.004724409448818573,0.0,0.15748031496062992,0.2125984251968504,0.07874015748031496,0.5511811023622047
legacy_rebuilt_binary,0.5,127,0.6986336110647194,0.7089783661212232,0.43478260869565216,0.31496062992125984,0.5478870004593477,0.07874015748031496,0.05511811023622047,0.06299212598425197,0.7559055118110236,0.84251968503937,0.49606299212598426,0.33858267716535434,0.15748031496062992,0.8188976377952756,0.16377952755905512,-0.00034219246814752265,-0.02992125984251994,0.0,0.11023622047244094,0.1968503937007874,0.09448818897637795,0.5984251968503937
light_core_binary,0.5,127,0.3391291976717574,0.3336815156169995,0.08695652173913043,0.6771653543307087,0.15442439862542967,0.25984251968503935,0.1732283464566929,0.06299212598425197,0.44881889763779526,0.6377952755905512,1.0866141732283465,0.5984251968503937,0.4881889763779528,0.889763779527559,0.1779527559055118,-0.00019934756830234458,0.021259842519684977,0.0,0.14960629921259844,0.2125984251968504,0.015748031496062992,0.6220472440944882
light_fasta_binary,0.5,127,0.3032962818633364,0.29640097613953825,0.043478260869565216,0.7165354330708661,0.10002928257686683,0.33858267716535434,0.1968503937007874,0.11023622047244094,0.36220472440944884,0.6299212598425197,1.1496062992125984,0.5748031496062992,0.5748031496062992,1.0,0.2,-0.00041051042914938004,0.1629921259842517,0.0,0.11023622047244094,0.29133858267716534,0.08661417322834646,0.5118110236220472
quality_causal_binary,0.5,127,0.6492481458801116,0.6608685471103577,0.4782608695652174,0.3858267716535433,0.48006281195670464,0.11811023622047244,0.07086614173228346,0.07086614173228346,0.6692913385826772,0.8188976377952756,0.6220472440944882,0.4015748031496063,0.2204724409448819,0.8188976377952756,0.16377952755905512,0.00011426036378434505,0.003937007874015469,0.0,0.12598425196850394,0.15748031496062992,0.12598425196850394,0.5905511811023622
legacy_historical_leaky_binary,0.6,127,0.8831486945387742,0.9016926726208583,0.782608695652174,0.11811023622047244,0.8401816490671336,0.023622047244094488,0.007874015748031496,0.07874015748031496,0.905511811023622,0.952755905511811,0.1968503937007874,0.16535433070866143,0.031496062992125984,0.8661417322834646,0.1732283464566929,-0.00021933134021993381,0.018110236220472194,0.0,0.14173228346456693,0.1732283464566929,0.09448818897637795,0.5905511811023622
legacy_rebuilt_binary,0.6,127,0.6439347547737015,0.6622311827956989,0.2608695652173913,0.36220472440944884,0.4069683908045978,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.7480314960629921,0.8188976377952756,0.5748031496062992,0.4881889763779528,0.08661417322834646,0.5984251968503937,0.11968503937007875,-0.0001055505921237719,-0.02913385826771678,0.0,0.07086614173228346,0.15748031496062992,0.07086614173228346,0.7007874015748031
light_core_binary,0.6,127,0.35381988903115663,0.3227931488801054,0.0,0.5984251968503937,0.15441741357234307,0.16535433070866143,0.08661417322834646,0.05511811023622047,0.49606299212598426,0.6850393700787402,0.952755905511811,0.7007874015748031,0.25196850393700787,0.5511811023622047,0.11023622047244094,-8.139360098179805e-06,0.102362204724409,0.0,0.031496062992125984,0.1968503937007874,0.06299212598425197,0.7086614173228346
light_fasta_binary,0.6,127,0.33034571062740076,0.30106755180766126,0.0,0.6377952755905512,0.09362928042951613,0.1968503937007874,0.10236220472440945,0.10236220472440945,0.44881889763779526,0.6692913385826772,1.015748031496063,0.7165354330708661,0.2992125984251969,0.5826771653543307,0.11653543307086614,-7.892172475838318e-05,0.23779527559055083,0.0,0.023622047244094488,0.2125984251968504,0.08661417322834646,0.6771653543307087
quality_causal_binary,0.6,127,0.5143473930981586,0.5311921053856538,0.21739130434782608,0.48031496062992124,0.278797298105087,0.06299212598425197,0.047244094488188976,0.047244094488188976,0.6456692913385826,0.7401574803149606,0.7716535433070866,0.6377952755905512,0.13385826771653545,0.49606299212598426,0.09921259842519685,-1.622387465456818e-05,0.04488188976377916,0.0,0.06299212598425197,0.13385826771653545,0.03937007874015748,0.7637795275590551
