candidate,feature,mean,std
legacy_historical_leaky_material,missingindicator_historical__score_improvement_trend,0.003920995795685114,0.0009823639765445702
legacy_historical_leaky_material,historical__r1_ok_group,0.00015931256948446446,9.236876500512889e-05
legacy_historical_leaky_material,historical__delta_num_contigs,0.00010755772087964123,9.306158198199804e-05
legacy_rebuilt_material,mean_edge_coverage,0.07995096933738019,0.018929742569688084
legacy_rebuilt_material,coverage_est,0.06496157170623412,0.01613532473669594
legacy_rebuilt_material,n50,0.05769089776194826,0.016212905579313815
legacy_rebuilt_material,total_length,0.049892798430095565,0.011507246112233263
legacy_rebuilt_material,assembly_frac,0.04036509270309353,0.007828617226767592
legacy_rebuilt_material,assembly_error,0.035007604472432896,0.005746945201101406
legacy_rebuilt_material,align_err_consensus,0.03363465616659576,0.004471786708042036
legacy_rebuilt_material,assembly_quality,0.03361537626259857,0.0069082781946067755
legacy_rebuilt_material,completeness_score,0.0298742965461156,0.007774416834857488
legacy_rebuilt_material,delta_qv_trend,0.028526095319273505,0.008872218337616087
legacy_rebuilt_material,error_rate,0.026911531095837514,0.002549856647804509
legacy_rebuilt_material,qv,0.02627319129996642,0.000868295136258971
legacy_rebuilt_material,busco_complete,0.025306062012913865,0.005957008159321986
legacy_rebuilt_material,busco_fragmented,0.025202571595375305,0.006669710435475811
legacy_rebuilt_material,busco_per_contig,0.02367573097205941,0.0038580616686986514
legacy_rebuilt_material,n50_fraction,0.02186188513768934,0.0013140441618862792
legacy_rebuilt_material,gain_cumulative,0.020522214619168123,0.004279398707325804
legacy_rebuilt_material,busco_missing,0.01971381100745517,0.006857422180064281
legacy_rebuilt_material,assembly_frac_from_r1,0.019584094173091527,0.005270579266699742
legacy_rebuilt_material,qv_improvement_rate,0.019403635171589387,0.005763182864328398
legacy_rebuilt_material,delta_qv,0.018578569170248218,0.0071424742495419715
legacy_rebuilt_material,delta_qv_cumsum,0.017581777887451754,0.0026618462228089742
legacy_rebuilt_material,delta_error_rate,0.01678138969634166,0.005057047221534037
legacy_rebuilt_material,delta_error_improvement,0.015357700398300067,0.0038124403562815354
legacy_rebuilt_material,missingindicator_delta_qv_trend,0.015119561216379477,0.0028905359540964946
legacy_rebuilt_material,missingindicator_delta_busco_complete_trend,0.014946071780109574,0.003651798723845806
legacy_rebuilt_material,score_improvement_trend,0.014709977923664918,0.003332946327651143
legacy_rebuilt_material,n50_from_r1,0.013754217174016477,0.0010371947828838606
legacy_rebuilt_material,qv_from_r1,0.013298117198866644,0.0031039143428265264
legacy_rebuilt_material,score_improvement,0.012974018345327317,0.004295670512176339
legacy_rebuilt_material,num_contigs,0.012503084413079976,0.001171582570230847
legacy_rebuilt_material,error_rate_from_r1,0.012280271618189354,0.001286894896001605
legacy_rebuilt_material,delta_busco_complete_cumsum,0.012118497021513724,0.0014703342840553825
legacy_rebuilt_material,delta_n50,0.012117469001175838,0.0019583676772072438
legacy_rebuilt_material,polishing_effectiveness,0.011863080803983735,0.003505305701755485
legacy_rebuilt_material,busco_complete_from_r1,0.011769159733061939,0.0013959363344493204
legacy_rebuilt_material,cost_benefit_ratio,0.011760998318514175,0.0025908333636061077
legacy_rebuilt_material,delta_assembly_error,0.01106038194182856,0.00022677039867555348
legacy_rebuilt_material,delta_busco_complete_trend,0.006897254247904459,0.001192672788088837
legacy_rebuilt_material,missingindicator_delta_error_rate,0.005709976425512837,0.0016611187372367272
legacy_rebuilt_material,missingindicator_delta_assembly_error,0.005589877843598442,0.0012993066331823935
legacy_rebuilt_material,delta_busco_complete,0.005391802632623786,0.0011477995800643244
legacy_rebuilt_material,missingindicator_delta_qv_cumsum,0.005328056517161927,0.0011298704658916825
legacy_rebuilt_material,missingindicator_delta_busco_complete,0.005270321747960235,0.0010796410382088496
legacy_rebuilt_material,missingindicator_delta_busco_complete_cumsum,0.005252511803883765,0.0007448556697593862
legacy_rebuilt_material,missingindicator_delta_n50,0.0050492675457821995,0.0012388595436023746
legacy_rebuilt_material,missingindicator_qv_improvement_rate,0.00489120415106266,0.0001946639087391722
legacy_rebuilt_material,missingindicator_delta_num_contigs,0.0048741729588399835,0.0014807762255841168
legacy_rebuilt_material,missingindicator_delta_qv,0.004808977584829535,0.001662986883667921
legacy_rebuilt_material,missingindicator_delta_error_improvement,0.004535593085315585,0.0016149241007479445
legacy_rebuilt_material,missingindicator_score_improvement_trend,0.004217424279508433,0.000883316249942557
legacy_rebuilt_material,plateau_streak,0.0007138355455169896,0.000494563556155547
legacy_rebuilt_material,is_plateau,0.0006354728443911911,0.00042276214317817356
legacy_rebuilt_material,delta_num_contigs,0.0001434696366638212,0.0001271540805291432
legacy_rebuilt_material,r1_ok_group,0.0001423517164767195,8.273177444686692e-05
light_core_material,raw_total_bp,0.04722855244286496,0.009885346612015185
light_core_material,ovlp_div_initial,0.04578980552471638,0.013255480697296434
light_core_material,mean_edge_coverage,0.04372695135166625,0.010051707027301331
